record_id,parcel_number,tax_period,principal,interest,penalty,other,total,lien_number
1022661002015,102266100,2015,1775.23,39.94,35.50,202.94,2053.61,1603R15039334
1612358002002,161235800,2002,182.47,217.60,12.77,97.91,510.75,1511R02507243
4031367002003,403136700,2003,0.00,457.73,31.72,111.69,601.14,1512R03784507
3510769002016,351076900,2016,1230.42,0.00,0.00,0.00,1230.42,
8881536702016,888153670,2016,686.01,0.00,0.00,0.00,686.01,
1222341002013,122234100,2013,658.02,133.25,46.06,71.44,908.77,1511R13505718
5922060002002,592206000,2002,489.62,583.87,34.27,87.67,1195.43,1511R02523861
4031407002006,403140700,2006,36.49,30.37,2.55,36.09,105.50,RL00393853
4412653002013,441265300,2013,79.11,16.02,5.54,27.24,127.91,RL01348290
1520260002016,152026000,2016,5617.40,0.00,0.00,0.00,5617.40,
3110142002008,311014200,2008,136.85,89.30,9.58,66.03,301.76,1512R08696584
4322099002016,432209900,2016,72.79,0.00,0.00,0.00,72.79,
4020598002016,402059800,2016,734.90,0.00,0.00,0.00,734.90,
2220139002016,222013900,2016,422.74,0.00,0.00,0.00,422.74,
3920675002016,392067500,2016,-482.89,0.00,0.00,0.00,-482.89,
1311700002013,131170000,2013,309.24,62.62,21.65,44.81,438.32,1512R13533581
0111031002005,011103100,2005,0.00,0.00,59.18,0.00,59.18,RL00221903
1724317001999,172431700,1999,33.45,48.92,2.34,38.85,123.56,L990042860
3912776002005,391277600,2005,76.03,70.14,5.32,50.87,202.36,RL00282520
1810356002016,181035600,2016,0.01,0.00,0.00,0.00,0.01,
3641840002007,364184000,2007,352.77,261.94,24.69,138.69,778.09,1512R07718513
0321222002011,032122200,2011,945.84,361.78,66.21,270.89,1644.72,1512R11603663
0222570002016,022257000,2016,0.01,0.00,0.00,0.00,0.01,
1621438001997,162143800,1997,42.57,69.92,2.98,44.38,159.85,L970091636
3232731002001,323273100,2001,145.98,187.21,10.22,85.41,428.82,1512R01809817
1512867102016,151286710,2016,5319.24,0.00,0.00,0.00,5319.24,
4721819002016,472181900,2016,58.79,0.00,0.00,0.00,58.79,
3810199002015,381019900,2015,14.21,0.32,0.28,0.89,15.70,
6634533002010,663453300,2010,0.00,366.49,131.56,163.85,661.90,1512R10661370
1620641002013,162064100,2013,449.47,91.02,31.46,126.55,698.50,1511R13507538
4914061001988,491406100,1988,71.47,138.83,25.82,1104.00,1340.12,1512R88960236
2822617002016,282261700,2016,341.55,0.00,0.00,0.00,341.55,
3811659002004,381165900,2004,358.86,363.34,25.12,158.12,905.44,1512R04758707
0623226001997,062322600,1997,212.88,349.66,14.90,1680.14,2257.58,1512R97854242
3621325002006,362132500,2006,215.92,179.75,15.11,97.54,508.32,1512R06735884
1612948002003,161294800,2003,179.42,197.81,12.56,93.76,483.55,1512R03775457
1831267002007,183126700,2007,27.37,20.33,1.92,32.53,82.15,RL00508410
6520994002016,652099400,2016,1217.70,0.00,0.00,0.00,1217.70,
2611903002016,261190300,2016,1735.75,0.00,0.00,0.00,1735.75,
4630836002004,463083600,2004,593.02,600.44,41.51,95.30,1330.27,1512R04769122
8844663801998,884466380,1998,60.82,94.43,4.26,30.77,190.28,L980104377
2010991002009,201099100,2009,0.00,72.40,9.79,38.39,120.58,1512R09670396
3641288002010,364128800,2010,66.91,31.61,4.68,42.18,145.38,RL00887543
0732574002015,073257400,2015,64.72,1.46,1.29,4.05,71.52,
5313274002016,531327400,2016,1510.38,0.00,0.00,0.00,1510.38,
0530402352016,053040235,2016,3681.47,0.00,0.00,0.00,3681.47,
8880581022016,888058102,2016,1766.09,0.00,0.00,0.00,1766.09,
0712388002015,071238800,2015,55.48,1.25,1.11,3.47,61.31,
1312829002004,131282900,2004,267.62,270.97,18.73,123.92,681.24,1512R04758512
3810854002016,381085400,2016,-0.07,0.00,0.00,0.00,-0.07,
2220644002010,222064400,2010,0.00,0.00,0.00,98.65,98.65,RL00864914
1912595002004,191259500,2004,18.25,18.48,1.28,6.84,44.85,
4321042002001,432104200,2001,145.98,187.21,10.22,85.41,428.82,1512R01811906
3111067002016,311106700,2016,505.33,0.00,0.00,0.00,505.33,
3714385002009,371438500,2009,79.07,44.47,5.53,46.83,175.90,RL00735308
5012250002016,501225000,2016,0.01,0.00,0.00,0.00,0.01,
2811496001990,281149600,1990,115.78,238.80,8.10,77.08,439.76,1512R90928133
2814044002008,281404400,2008,294.99,192.48,20.65,115.06,623.18,1512R08695178
2222755002016,222275500,2016,5783.97,0.00,0.00,0.00,5783.97,
3325485002015,332548500,2015,941.55,21.18,18.83,150.80,1132.36,1603R15059581
1113863002014,111386300,2014,540.89,60.85,37.86,217.43,857.03,1505R14009020
2524458002016,252445800,2016,726.50,0.00,0.00,0.00,726.50,
3621727002016,362172700,2016,1010.66,0.00,0.00,0.00,1010.66,
3710309001985,371030900,1985,103.16,243.72,7.22,10.00,364.10,1512R85957973
4214894002016,421489400,2016,1273.82,0.00,0.00,0.00,1273.82,
4067066002016,406706600,2016,1419.68,0.00,0.00,0.00,1419.68,
5024284002016,502428400,2016,0.01,0.00,0.00,0.00,0.01,
4911020002012,491102000,2012,954.52,279.20,66.82,257.70,1558.24,1512R12596517
4820890001999,482089000,1999,395.35,578.20,27.67,81.27,1082.49,1512R99828141
4823655002016,482365500,2016,722.30,0.00,0.00,0.00,722.30,
3714382002012,371438200,2012,142.31,41.63,9.96,58.50,252.40,1512R12588898
3724011002003,372401100,2003,149.02,164.30,10.43,40.63,364.38,1512R03780424
3811675002016,381167500,2016,-0.03,0.00,0.00,0.00,-0.03,
0430115002014,043011500,2014,146.12,69.17,68.61,108.94,392.84,1505R14002075
1220426002001,122042600,2001,395.35,507.04,27.67,77.00,1007.06,1512R01802709
5112089002009,511208900,2009,349.74,196.73,24.48,55.46,626.41,1512R09682950
3241172012016,324117201,2016,64.39,0.00,0.00,0.00,64.39,
0621177002016,062117700,2016,799.29,0.00,0.00,0.00,799.29,
0411061002010,041106100,2010,136.85,64.67,9.58,61.60,272.70,1512R10635736
3920541002002,392054100,2002,60.82,72.53,4.26,48.37,185.98,L020052709
1832152002003,183215200,2003,127.73,140.82,8.94,73.55,351.04,1512R03775787
4331807002011,433180700,2011,96.92,37.08,6.78,48.94,189.72,1512R11626633
8829693002016,882969300,2016,2012.68,0.00,0.00,0.00,2012.68,
1221828002006,122182800,2006,246.33,205.07,17.24,107.96,576.60,1512R06729413
4423309002000,442330900,2000,456.17,626.09,31.93,368.55,1482.74,1512R00825318
3313692001999,331369200,1999,507.87,742.76,35.55,255.11,1541.29,1512R99827325
1620912001998,162091200,1998,30.41,47.21,2.13,37.96,117.71,L980097447
4412041002005,441204100,2005,535.24,493.75,37.47,215.56,1282.02,1512R05754507
3013467002016,301346700,2016,294.38,0.00,0.00,0.00,294.38,
4011467002005,401146700,2005,45.62,42.08,3.19,39.96,130.85,RL00284401
1914094002009,191409400,2009,66.91,37.64,4.68,43.26,152.49,RL00708470
1930068002013,193006800,2013,294.85,59.71,20.64,91.14,466.34,1512R13537835
0920410002016,092041000,2016,2635.82,0.00,0.00,0.00,2635.82,
1711694001998,171169400,1998,444.00,689.31,31.08,233.19,1397.58,1512R98843308
0610988002002,061098800,2002,30.41,36.27,2.13,35.99,104.80,L020083660
4710606152015,471060615,2015,-22.09,0.00,0.00,0.00,-22.09,
1722229002016,172222900,2016,0.01,0.00,0.00,0.00,0.01,
1722916002004,172291600,2004,0.00,0.00,0.00,200.00,200.00,
2920606002005,292060600,2005,63.86,58.91,4.47,46.50,173.74,RL00263471
1932526001992,193252600,1992,91.23,177.22,6.39,37.69,312.53,1512R92930902
2814102002015,281410200,2015,215.74,4.86,4.31,105.40,330.31,1603R15054589
8710010202016,871001020,2016,923.87,0.00,0.00,0.00,923.87,
4412270002015,441227000,2015,864.50,19.45,17.29,145.98,1047.22,1603R15072796
4030399001994,403039900,1994,471.37,859.07,33.00,269.02,1632.46,1512R94949805
4032775001999,403277500,1999,328.44,480.34,22.99,173.32,1005.09,1512R99836000
3613557002011,361355700,2011,73.53,28.12,5.15,42.82,149.62,RL01032956
5611226002016,561122600,2016,0.01,0.00,0.00,0.00,0.01,
3620391002010,362039100,2010,66.91,31.61,4.68,27.39,130.59,RL00885822
2512333002016,251233300,2016,1293.42,0.00,0.00,0.00,1293.42,
3810250002016,381025000,2016,503.93,0.00,0.00,0.00,503.93,
0714316202009,071431620,2009,54.74,30.79,3.83,39.68,129.04,RL00692149
0714745002011,071474500,2011,66.84,25.57,4.68,41.08,138.17,RL00992530
2520539001995,252053900,1995,228.08,401.99,15.97,139.89,785.93,1512R95919513
4720507002008,472050700,2008,27.37,17.86,1.92,32.09,79.24,RL00655159
3810449001990,381044900,1990,307.40,633.23,22.29,502.92,1465.84,1512R90952825
0621355002014,062135500,2014,738.14,83.04,51.67,144.27,1017.12,RL01542681
4422477001995,442247700,1995,30.41,53.60,2.13,39.11,125.25,L950102351
4932202002016,493220200,2016,-15.86,0.00,0.00,0.00,-15.86,
6212755002016,621275500,2016,0.01,0.00,0.00,0.00,0.01,
2325079102014,232507910,2014,981.62,110.43,68.71,311.24,1472.00,1505R14020696
4320543001989,432054300,1989,40.96,86.93,2.87,10.00,140.76,LV00046476
8881101562013,888110156,2013,64.72,13.11,4.53,26.14,108.50,RL01368453
2422334002014,242233400,2014,195.71,22.02,13.70,143.96,375.39,1505R14021358
1110560002015,111056000,2015,342.10,7.70,6.84,113.30,469.94,1603R15039681
4420401002012,442040100,2012,496.35,145.18,34.74,61.78,738.05,1512R12594462
1610391001995,161039100,1995,142.93,251.91,10.01,96.47,501.32,1512R95961086
3210596002015,321059600,2015,-2213.13,0.00,0.00,0.00,-2213.13,
1020616002016,102061600,2016,326.88,0.00,0.00,0.00,326.88,
0223107051997,022310705,1997,2280.86,3746.32,159.66,1137.23,7324.07,1512R97856421
2342678002016,234267800,2016,1776.62,0.00,0.00,0.00,1776.62,
2820214001985,282021400,1985,189.12,446.80,13.24,10.00,659.16,1512R85933411
0620465002013,062046500,2013,82.70,16.75,5.79,42.54,147.78,1512R13528001
3511913002016,351191300,2016,-0.01,0.00,0.00,0.00,-0.01,
2823168002013,282316800,2013,35.96,7.28,2.52,31.84,77.60,RL01321129
2322656002016,232265600,2016,936.47,0.00,0.00,0.00,936.47,
4914843102011,491484310,2011,-69.75,0.00,0.00,0.00,-69.75,1512R11629383
4720301002013,472030100,2013,391.93,79.37,27.44,113.37,612.11,1512R13557352
3440299002016,344029900,2016,0.01,0.00,0.00,0.00,0.01,
2910961002012,291096100,2012,65.95,19.29,4.62,39.77,129.63,RL01172391
4022802001998,402280200,1998,638.64,991.49,44.70,121.69,1796.52,1512R98842484
5210744002010,521074400,2010,0.00,387.38,106.65,147.13,641.16,1512R10659515
4920843002016,492084300,2016,2560.23,0.00,0.00,0.00,2560.23,
1113658002010,111365800,2010,91.23,43.10,6.39,48.93,189.65,1512R10639072
4123131002016,412313100,2016,0.01,0.00,0.00,0.00,0.01,
8886300072016,888630007,2016,884.67,0.00,0.00,0.00,884.67,
3232319002011,323231900,2011,26.74,10.23,1.87,30.59,69.43,RL01027570
0620384002012,062038400,2012,222.15,64.98,15.55,78.08,380.76,1512R12569434
3410304002009,341030400,2009,304.12,171.07,21.29,112.97,609.45,1512R09675890
3811588002011,381158800,2011,0.00,100.83,25.12,46.45,172.40,1512R11623546
1832152002016,183215200,2016,120.38,0.00,0.00,0.00,120.38,
4721801102015,472180110,2015,602.53,13.56,12.05,129.59,757.73,1603R15075720
4412935002006,441293500,2006,371.02,308.87,25.97,63.55,769.41,1512R06738931
4330960002015,433096000,2015,10.77,0.24,0.22,0.67,11.90,
4823203002016,482320300,2016,0.01,0.00,0.00,0.00,0.01,
4822647002016,482264700,2016,1086.24,0.00,0.00,0.00,1086.24,
1120318002001,112031800,2001,218.56,387.93,21.50,64.20,692.19,1512R01811148
3230515002016,323051500,2016,65.79,0.00,0.00,0.00,65.79,
4331570002015,433157000,2015,397.58,8.94,7.95,116.77,531.24,1603R15071874
3630782002000,363078200,2000,0.00,-0.01,0.00,0.00,-0.01,1512R00816986
1831279002016,183127900,2016,44.79,0.00,0.00,0.00,44.79,
6215022002016,621502200,2016,1348.01,0.00,0.00,0.00,1348.01,
2220927002015,222092700,2015,1940.12,43.65,38.80,213.26,2235.83,1603R15050145
3612741001999,361274100,1999,60.82,88.95,4.26,51.33,205.36,L990048278
1930997002001,193099700,2001,72.99,93.61,5.11,54.51,226.22,L010047735
0910072002006,091007200,2006,182.01,151.53,12.74,375.29,721.57,1512R06728243
4631151002013,463115100,2013,927.69,187.86,64.94,236.09,1416.58,1512R13556928
4820261002009,482026100,2009,85.16,47.90,5.96,48.62,187.64,1512R09682192
5141061002013,514106100,2013,0.00,-11.00,0.00,-1.97,-12.97,RL01359005
1321752001992,132175200,1992,471.37,915.64,33.00,279.20,1699.21,1512R92962264
2325019002014,232501900,2014,62.39,9.91,4.37,116.11,192.78,PY20856128
1621694001998,162169400,1998,152.05,236.06,10.64,95.38,494.13,1512R98842268
0411952002014,041195200,2014,790.53,88.94,55.34,147.99,1082.80,1505R14001209
1112355002010,111235500,2010,468.34,221.29,32.78,64.54,786.95,1512R10638894
0621365001978,062136500,1978,201.61,560.98,14.11,6.50,783.20,1512R78943849
3241102002012,324110200,2012,301.98,88.32,21.14,45.89,457.33,1511R12516383
2730676002011,273067600,2011,534.75,204.54,37.43,163.41,940.13,1512R11615963
4320188001985,432018800,1985,94.56,223.40,6.62,10.00,334.58,1512R85919469
1830302002001,183030200,2001,24.33,31.20,1.70,33.90,91.13,L010056011
2321233002016,232123300,2016,771.29,0.00,0.00,0.00,771.29,
4820013001997,482001300,1997,422.72,694.32,29.59,229.99,1376.62,1512R97855883
0710277002015,071027700,2015,758.17,17.06,15.16,139.33,929.72,1603R15036671
0711348002009,071134800,2009,155.10,87.24,10.86,69.18,322.38,1512R09664826
4020136002010,402013600,2010,669.06,316.13,46.83,83.12,1115.14,1512R10653856
4333237002015,433323700,2015,830.60,18.69,16.61,258.17,1124.07,1603R15072144
3932404002016,393240400,2016,743.29,0.00,0.00,0.00,743.29,
1230479002016,123047900,2016,972.86,0.00,0.00,0.00,972.86,
2021606001992,202160600,1992,45.62,88.62,3.19,48.34,185.77,LV00059558
1913326001978,191332600,1978,34.12,94.94,2.39,6.50,137.95,R780044537
5132880002011,513288000,2011,191.70,73.33,13.42,72.09,350.54,1512R11630725
2920293002009,292029300,2009,298.03,167.65,20.86,111.18,597.72,1512R09674151
3721225001991,372122500,1991,45.62,91.36,3.19,37.03,177.20,L910016552
8710694002014,871069400,2014,752.01,84.60,52.64,145.26,1034.51,1505R14058460
8811134072016,881113407,2016,20731.43,0.00,0.00,0.00,20731.43,
1122279002008,112227900,2008,188.55,123.02,13.20,82.06,406.83,1512R08689718
4330807002016,433080700,2016,405.94,0.00,0.00,0.00,405.94,
0422615002009,042261500,2009,304.12,171.07,21.29,50.99,547.47,1512R09663974
1313035002014,131303500,2014,50.85,5.72,3.56,3.61,63.74,
0731355001999,073135500,1999,273.70,400.28,19.16,148.37,841.51,1512R99830765
4913815002002,491381500,2002,15.20,18.12,1.06,2.06,36.44,L020003305
5423538002016,542353800,2016,1697.96,0.00,0.00,0.00,1697.96,
1221743002013,122174300,2013,158.22,32.04,11.08,59.84,261.18,1512R13532792
3811466002013,381146600,2013,424.29,85.92,29.70,120.78,660.69,1512R13550399
0623447002010,062344700,2010,15.20,7.18,1.06,4.22,27.66,
8715100702016,871510070,2016,-50.66,0.00,0.00,0.00,-50.66,
2921202002015,292120200,2015,530.10,11.93,10.60,125.06,677.69,1603R15055940
6220681001996,622068100,1996,0.00,1263.84,0.00,0.00,1263.84,1511R96524383
5522940002013,552294000,2013,870.25,230.89,90.22,290.64,1482.00,1512R13561499
2421588002011,242158800,2011,267.38,102.28,18.72,93.51,481.89,1512R11614691
1622044002015,162204400,2015,255.81,5.76,5.12,150.31,417.00,1603R15045604
2113276002006,211327600,2006,42.57,35.44,2.98,38.18,119.17,RL00362229
3711495002010,371149500,2010,45.62,21.55,3.19,25.42,95.78,RL00889328
1612609012011,161260901,2011,50.13,19.18,3.51,36.71,109.53,RL00982503
6215011002016,621501100,2016,-9.48,0.00,0.00,0.00,-9.48,
3412236002015,341223600,2015,667.25,15.01,13.35,133.64,829.25,1603R15060016
0330917002016,033091700,2016,646.79,0.00,0.00,0.00,646.79,
3813318001995,381331800,1995,276.74,487.75,19.37,164.69,948.55,1512R95923877
4411759002010,441175900,2010,164.22,77.59,11.50,69.20,322.51,1512R10655865
6120916002016,612091600,2016,964.46,0.00,0.00,0.00,964.46,
4422371131997,442237113,1997,608.24,999.03,42.58,320.57,1970.42,1512R97858296
5723614002016,572361400,2016,2305.47,0.00,0.00,0.00,2305.47,
8842235602016,884223560,2016,28364.15,0.00,0.00,0.00,28364.15,
5813867002016,581386700,2016,2967.58,0.00,0.00,0.00,2967.58,
0430976002010,043097600,2010,57.00,26.94,3.99,39.43,127.36,RL00839216
6211655002016,621165500,2016,1229.02,0.00,0.00,0.00,1229.02,
8715698202016,871569820,2016,1701.46,0.00,0.00,0.00,1701.46,
3411121002016,341112100,2016,388.74,0.00,0.00,0.00,388.74,
1222282001985,122228200,1985,373.85,883.22,26.17,10.00,1293.24,1512R85923553
4321542002013,432154200,2013,481.83,97.57,33.73,57.99,671.12,1512R13554070
0111319002015,011131900,2015,1104.90,24.86,22.10,161.01,1312.87,1603R15031830
1712232002015,171223200,2015,-67.77,0.00,0.00,0.00,-67.77,PY22638148
3713846001992,371384600,1992,69.94,135.86,4.90,61.53,272.23,LV00062931
0322530002008,032253000,2008,134.49,87.74,9.41,62.06,293.70,1512R08686581
1612049002012,161204900,2012,246.45,72.09,17.25,84.04,419.83,1512R12575899
1330305002016,133030500,2016,856.68,0.00,0.00,0.00,856.68,
1913207001988,191320700,1988,22.00,48.02,1.54,10.00,81.56,LV00034251
3641527002004,364152700,2004,304.12,307.92,21.29,137.60,770.93,1512R04766958
3231567001982,323156700,1982,170.78,434.20,11.95,10.00,626.93,1512R82930054
5121059002003,512105900,2003,91.23,100.58,6.39,59.28,257.48,1512R03776877
1114371002016,111437100,2016,475.93,0.00,0.00,0.00,475.93,
0411391002016,041139100,2016,907.07,0.00,0.00,0.00,907.07,
0120465002016,012046500,2016,-30.32,0.00,0.00,0.00,-30.32,
2112670302015,211267030,2015,158.99,3.57,3.18,101.85,267.59,1603R15049353
1012171002012,101217100,2012,1040.72,304.42,72.85,278.84,1696.83,1512R12571328
4813101002015,481310100,2015,-2.27,0.00,0.00,0.00,-2.27,
1721788002014,172178800,2014,0.00,59.70,89.65,129.19,278.54,1505R14015825
1922590002016,192259000,2016,288.36,0.00,0.00,0.00,288.36,
4821802002016,482180200,2016,1117.04,0.00,0.00,0.00,1117.04,
4033299002001,403329900,2001,367.98,471.93,25.76,179.42,1045.09,1512R01806336
1930256002008,193025600,2008,24.33,15.87,1.70,31.14,73.04,RL00614036
5023343002011,502334300,2011,205.13,78.46,14.36,77.23,375.18,1512R11629868
0420410002008,042041000,2008,60.82,39.69,4.26,42.46,147.23,RL00592380
1723254002011,172325400,2011,83.56,31.97,5.85,28.48,149.86,1512R11612427
1622052002007,162205200,2007,15.20,11.28,1.06,4.96,32.50,
6113202002016,611320200,2016,0.01,0.00,0.00,0.00,0.01,
1923015002009,192301500,2009,15.20,8.55,1.06,4.47,29.28,
4610197002016,461019700,2016,4360.38,0.00,0.00,0.00,4360.38,
2321740002016,232174000,2016,730.70,0.00,0.00,0.00,730.70,
2811541002013,281154100,2013,28.76,5.83,2.01,30.19,66.79,RL01318918
3721167002007,372116700,2007,18.25,13.55,1.28,5.95,39.03,
4032853001999,403285300,1999,684.26,1000.73,47.90,335.52,2068.41,1512R99835845
4932335002016,493233500,2016,0.01,0.00,0.00,0.00,0.01,
3232345101998,323234510,1998,152.05,236.06,10.64,45.13,443.88,1512R98848035
0310898002016,031089800,2016,3.34,0.00,0.00,0.00,3.34,
1913189002008,191318900,2008,15.20,9.91,1.06,4.71,30.88,
5111264002015,511126400,2015,624.11,14.04,12.48,130.94,781.57,1603R15078515
4520415002013,452041500,2013,323.61,65.53,22.65,45.91,457.70,1511R13521868
