record_id,parcel_number,tax_period,principal,interest,penalty,other,total,lien_number
2730252002006,273025200,2006,60.82,50.64,4.26,44.43,160.15,RL00368630
4910133001996,491013300,1996,126.39,228.61,28.21,107.29,490.50,1512R96863666
4421830002001,442183000,2001,76.03,97.51,5.32,55.79,234.65,L010088255
2525638002001,252563800,2001,334.52,429.02,23.42,165.25,952.21,1512R01809171
5814227002016,581422700,2016,2975.97,0.00,0.00,0.00,2975.97,
4510164002015,451016400,2015,0.00,-0.14,0.00,-0.01,-0.15,
2810288002007,281028800,2007,298.03,221.29,20.86,120.83,661.01,1512R07714846
5412722002016,541272200,2016,0.01,0.00,0.00,0.00,0.01,
5323826002016,532382600,2016,2231.28,0.00,0.00,0.00,2231.28,
3221001002000,322100100,2000,30.41,41.74,2.13,36.97,111.25,L000017629
3711982002012,371198200,2012,17.35,5.07,1.21,1.42,25.05,1506R12070454
0420630001997,042063000,1997,364.94,599.42,25.55,201.78,1191.69,1512R97858483
1831033002005,183103300,2005,21.29,19.64,1.49,31.24,73.66,RL00247404
1111674002001,111167400,2001,234.16,300.31,16.39,54.25,605.11,1512R01805252
6511051002015,651105100,2015,1195.82,26.91,23.92,166.70,1413.35,1603R15085174
6631603002016,663160300,2016,2194.89,0.00,0.00,0.00,2194.89,
3231229002015,323122900,2015,457.68,10.30,9.15,120.53,597.66,1603R15057965
3713364002016,371336400,2016,-0.23,0.00,0.00,0.00,-0.23,
5323507002016,532350700,2016,0.01,0.00,0.00,0.00,0.01,
2320647002013,232064700,2013,133.04,26.94,9.31,31.36,200.65,1512R13539041
1330186002010,133018600,2010,0.00,115.60,21.93,48.36,185.89,1512R10641369
1720883002016,172088300,2016,1087.64,0.00,0.00,0.00,1087.64,
4012806002006,401280600,2006,367.98,306.34,25.76,149.61,849.69,1512R06737636
0321543002015,032154300,2015,28.94,0.65,0.58,1.81,31.98,
2211252002008,221125200,2008,0.00,0.00,0.00,434.00,434.00,
5142062002016,514206200,2016,366.75,0.00,0.00,0.00,366.75,
3811823001993,381182300,1993,45.62,85.88,3.19,29.28,163.97,L930003816
3322175002016,332217500,2016,0.01,0.00,0.00,0.00,0.01,
0412152002016,041215200,2016,522.13,0.00,0.00,0.00,522.13,
8880304522016,888030452,2016,5930.95,0.00,0.00,0.00,5930.95,
2822916001997,282291600,1997,66.91,109.90,4.68,56.27,237.76,L970050898
5120972002003,512097200,2003,91.23,100.58,6.39,59.28,257.48,1511R03523120
2823365001989,282336500,1989,218.52,463.81,15.30,10.00,707.63,1512R89919269
0412254001998,041225400,1998,532.20,826.24,37.25,274.82,1670.51,1512R98842903
1231762002000,123176200,2000,30.41,41.74,2.13,36.97,111.25,L000040507
2324075002016,232407500,2016,0.01,0.00,0.00,0.00,0.01,
1711675002016,171167500,2016,1338.21,0.00,0.00,0.00,1338.21,
7743210002005,774321000,2005,2654.74,2449.00,185.83,338.57,5628.14,1512R05757381
8715242002013,871524200,2013,0.00,0.06,121.07,45.41,166.54,1512R13537129
0430365002016,043036500,2016,62.99,0.00,0.00,0.00,62.99,
5622346002016,562234600,2016,2262.08,0.00,0.00,0.00,2262.08,
3510231002016,351023100,2016,0.01,0.00,0.00,0.00,0.01,
5510158002014,551015800,2014,2484.09,279.46,173.89,268.15,3205.59,1505R14053543
2021275012011,202127501,2011,33.42,12.78,2.34,24.11,72.65,1506R11062458
4720288001987,472028800,1987,43.85,98.33,3.07,10.00,155.25,LV00031457
6211587002012,621158700,2012,0.00,151.61,108.85,70.48,330.94,1512R12601239
5521402002015,552140200,2015,533.33,12.00,10.67,125.26,681.26,1603R15081283
5423488002016,542348800,2016,0.01,0.00,0.00,0.00,0.01,
4630907002012,463090700,2012,0.00,233.25,68.03,77.86,379.14,1512R12595545
6320780002016,632078000,2016,2931.18,0.00,0.00,0.00,2931.18,
3724219002016,372421900,2016,32.20,0.00,0.00,0.00,32.20,
1312880002016,131288000,2016,582.32,0.00,0.00,0.00,582.32,
0430608002013,043060800,2013,0.00,83.15,46.06,46.87,176.08,1512R13527351
0623024002006,062302400,2006,565.65,470.90,39.60,217.31,1293.46,1511R06504087
2911436001999,291143600,1999,30.41,44.48,2.13,37.46,114.48,L990072275
2322065002016,232206500,2016,1084.85,0.00,0.00,0.00,1084.85,
3241241001990,324124100,1990,144.72,298.48,10.13,93.40,546.73,1512R90952379
1823197002011,182319700,2011,250.67,95.88,17.55,43.05,407.15,1512R11612737
5621882002016,562188200,2016,2168.29,0.00,0.00,0.00,2168.29,
4310546002012,431054600,2012,544.94,159.40,38.15,65.75,808.24,1512R12592685
2821511002010,282151100,2010,440.97,208.36,30.87,146.04,826.24,1512R10647060
1210619002013,121061900,2013,442.28,89.56,30.96,54.97,617.77,1512R13532368
4423527002004,442352700,2004,60.82,61.58,4.26,46.40,173.06,RL00187628
3710379001996,371037900,1996,45.62,77.67,3.19,46.37,172.85,L960090003
1821069352005,182106935,2005,60.82,56.11,4.26,45.41,166.60,RL00246958
3642808002010,364280800,2010,0.00,107.18,27.04,47.76,181.98,1512R10651417
4333331002016,433333100,2016,471.73,0.00,0.00,0.00,471.73,
3120029002016,312002900,2016,1994.72,0.00,0.00,0.00,1994.72,
4323382002005,432338200,2005,234.16,216.02,16.39,107.58,574.15,1512R05754104
2121535002005,212153500,2005,91.23,84.16,6.39,56.32,238.10,1512R05747786
1612460002013,161246000,2013,449.47,91.02,31.46,126.55,698.50,1512R13535312
3230146012006,323014601,2006,24.33,20.25,1.70,31.93,78.21,RL00377341
1620958001995,162095800,1995,115.56,203.68,8.09,82.52,409.85,1512R95930252
0623727002009,062372700,2009,0.00,218.01,32.78,68.76,319.55,1512R09664670
8880812862016,888081286,2016,2995.57,0.00,0.00,0.00,2995.57,
1120765001999,112076500,1999,263.27,602.08,29.80,74.92,970.07,1512R99829468
3711144002007,371114400,2007,76.03,56.45,5.32,48.40,186.20,RL00537502
3944508002016,394450800,2016,1216.43,0.00,0.00,0.00,1216.43,
0430732002008,043073200,2008,0.00,218.10,26.18,67.56,311.84,1512R08687394
1622521002005,162252100,2005,30.41,28.06,2.13,34.51,95.11,RL00244323
1622512002016,162251200,2016,51.79,0.00,0.00,0.00,51.79,
4911947002002,491194700,2002,15.20,18.12,1.06,6.19,40.57,L020001651
1910132002008,191013200,2008,15.20,9.91,1.06,4.71,30.88,
5423883002016,542388300,2016,0.01,0.00,0.00,0.00,0.01,
5132603002015,513260300,2015,-25.58,-2.16,0.00,0.00,-27.74,
1123058002004,112305800,2004,614.31,621.99,43.00,253.87,1533.17,1512R04771197
0340890002006,034089000,2006,0.00,0.00,0.00,468.00,468.00,
2021449002016,202144900,2016,47.59,0.00,0.00,0.00,47.59,
1312905002004,131290500,2004,24.33,24.63,1.70,32.72,83.38,RL00131078
8715334302013,871533430,2013,952.87,192.96,66.70,93.95,1306.48,1511R13512224
2133455322016,213345532,2016,0.16,0.00,0.00,0.00,0.16,
1023020002016,102302000,2016,1802.94,0.00,0.00,0.00,1802.94,
8820386702014,882038670,2014,-925.72,0.00,0.00,0.00,-925.72,BC00200289
1122097001998,112209700,1998,149.02,231.36,10.43,93.95,484.76,1512R98845189
6224610002016,622461000,2016,-20.60,0.00,0.00,0.00,-20.60,
1931990002015,193199000,2015,768.96,17.30,15.38,140.00,941.64,1603R15048846
4021584002011,402158400,2011,1313.47,502.40,91.94,367.01,2274.82,1512R11624793
3421565002015,342156500,2015,1408.47,31.69,28.17,180.00,1648.33,1603R15060334
3632217002010,363221700,2010,176.39,83.34,12.35,72.57,344.65,1512R10651175
3220700001984,322070000,1984,163.34,395.69,11.43,632.60,1203.06,1512R84954123
1911899002008,191189900,2008,33.45,21.83,2.34,33.97,91.59,RL00612508
3141727001998,314172700,1998,532.20,826.24,37.25,907.42,2303.11,1512R98841473
5120268002005,512026800,2005,513.96,474.12,35.98,207.93,1231.99,1512R05756002
2021264002003,202126400,2003,15.20,16.75,1.06,5.94,38.95,
1231275002011,123127500,2011,277.40,106.11,19.42,96.13,499.06,1512R11609474
2922526102015,292252610,2015,50.85,1.14,1.02,3.18,56.19,
5011515002016,501151500,2016,0.01,0.00,0.00,0.00,0.01,
6213808002004,621380800,2004,33.45,33.87,2.34,36.14,105.80,RL00205385
2010737001979,201073700,1979,156.94,427.26,10.99,6.50,601.69,1512R79942224
3720184002007,372018400,2007,69.94,51.93,4.90,46.42,173.19,RL00538592
3820274002009,382027400,2009,0.00,0.00,0.00,23.40,23.40,RL00738021
2620275002016,262027500,2016,0.01,0.00,0.00,0.00,0.01,
8715736002016,871573600,2016,2269.08,0.00,0.00,0.00,2269.08,
4630100002016,463010000,2016,573.92,0.00,0.00,0.00,573.92,
4910573002001,491057300,2001,30.41,39.00,2.13,36.48,108.02,L010094740
2813457002010,281345700,2010,0.00,43.06,6.81,32.59,82.46,1512R10646657
4331155002009,433115500,2009,526.13,295.95,36.83,178.20,1037.11,1512R09680318
1610949001988,161094900,1988,137.54,300.18,9.63,10.00,457.35,1512R88919985
2321471002008,232147100,2008,121.65,79.37,8.52,61.32,270.86,1512R08693551
2021258001986,202125800,1986,75.22,173.20,5.27,10.00,263.69,LV00020896
4721819001996,472181900,1996,152.05,258.86,10.64,99.48,521.03,1512R96860327
2910920002014,291092000,2014,289.71,32.59,20.28,163.97,506.55,1505R14025485
4066787002016,406678700,2016,1164.63,0.00,0.00,0.00,1164.63,
3723616002013,372361600,2013,35.96,7.28,2.52,23.95,69.71,RL01337205
2322771002016,232277100,2016,1174.43,0.00,0.00,0.00,1174.43,
5611789002016,561178900,2016,0.01,0.00,0.00,0.00,0.01,
2813128001998,281312800,1998,185.51,288.00,12.99,111.17,597.67,1511R98512977
1114127001993,111412700,1993,258.50,486.62,18.10,66.99,830.21,1512R93935262
6123517002016,612351700,2016,1353.61,0.00,0.00,0.00,1353.61,
4523267002015,452326700,2015,379.09,8.53,7.58,115.61,510.81,1603R15074395
4421020001990,442102000,1990,266.27,549.18,18.64,161.94,996.03,1512R90951489
1913461002007,191346100,2007,30.41,22.58,2.13,33.52,88.64,RL00509827
4921606002015,492160600,2015,-105.55,0.00,0.00,0.00,-105.55,
0730163002003,073016300,2003,0.00,398.90,26.18,49.44,474.52,1512R03778610
2912212002003,291221200,2003,182.47,201.17,12.77,44.98,441.39,1512R03780515
4421974022016,442197402,2016,939.27,0.00,0.00,0.00,939.27,
2421734002001,242173400,2001,206.79,265.21,14.48,111.17,597.65,1512R01813183
3311258002006,331125800,2006,644.72,536.73,45.13,244.38,1470.96,1512R06735218
3810183002013,381018300,2013,395.53,80.10,27.69,114.20,617.52,1512R13550050
1620705002009,162070500,2009,30.41,17.11,2.13,32.54,82.19,RL00703485
2911696001994,291169600,1994,30.41,55.42,2.13,39.43,127.39,L940067365
1122685002015,112268500,2015,667.25,15.01,13.35,133.64,829.25,1603R15040901
0611782001998,061178200,1998,66.91,103.88,4.68,55.18,230.65,L980086152
4412271002002,441227100,2002,495.71,591.14,34.70,225.48,1347.03,1512R02790513
7723170002013,772317000,2013,647.23,131.06,45.31,171.85,995.45,1512R13564227
4912132002006,491213200,2006,30.41,25.32,2.13,34.01,91.87,RL00405659
4333072002012,433307200,2012,0.00,0.00,35.30,42.01,77.31,RL01199077
1921585002016,192158500,2016,26.60,0.00,0.00,0.00,26.60,
0321990002001,032199000,2001,602.15,772.26,42.15,106.19,1522.75,1512R01813798
3713486002011,371348600,2011,86.89,33.23,6.08,28.77,154.97,1506R11065472
2431555002004,243155500,2004,401.43,406.45,28.10,174.08,1010.06,1512R04768769
1921756002004,192175600,2004,200.72,203.23,14.05,46.28,464.28,1512R04763838
8843461302013,884346130,2013,-2012.04,0.00,0.00,0.00,-2012.04,
4423538002015,442353800,2015,514.69,11.58,10.29,124.10,660.66,1603R15073833
1210557002016,121055700,2016,1549.58,0.00,0.00,0.00,1549.58,
2020794002007,202079400,2007,57.79,42.91,4.05,42.46,147.21,RL00512115
1220478002009,122047800,2009,269.08,321.71,41.30,137.37,769.46,1512R09667059
3724034002007,372403400,2007,149.02,110.65,10.43,72.22,342.32,1512R07719364
3630318002016,363031800,2016,995.26,0.00,0.00,0.00,995.26,
4310071002000,431007100,2000,0.00,77.43,4.15,33.05,114.63,1512R00821585
3522012002016,352201200,2016,-13.49,0.00,0.00,0.00,-13.49,
4215292002016,421529200,2016,0.01,0.00,0.00,0.00,0.01,
1923358012015,192335801,2015,859.88,19.35,17.20,145.69,1042.12,1603R15048462
4920287002005,492028700,2005,18.25,16.84,1.28,2.18,38.55,
3220692002016,322069200,2016,71.39,0.00,0.00,0.00,71.39,
1831395202016,183139520,2016,545.92,0.00,0.00,0.00,545.92,
1122918002010,112291800,2010,0.00,163.87,37.68,59.87,261.42,1512R10639634
4330290002010,433029000,2010,456.17,215.54,31.93,150.26,853.90,1512R10655367
1621014002014,162101400,2014,235.77,26.53,16.50,152.49,431.29,1505R14014579
3110879002008,311087900,2008,0.00,-0.01,0.00,21.27,21.26,RL00627314
1921997002008,192199700,2008,0.00,10.86,5.96,27.32,44.14,1511R08510561
0711445002010,071144500,2010,33.45,15.80,2.34,32.89,84.48,RL00842331
0623817002016,062381700,2016,81.19,0.00,0.00,0.00,81.19,
4710441002002,471044100,2002,97.31,116.04,6.81,63.23,283.39,1512R02796587
2325044002000,232504400,2000,45.62,62.61,3.19,43.66,155.08,L000066591
4912827002015,491282700,2015,0.00,0.42,0.37,0.05,0.84,
6632780002016,663278000,2016,2113.70,0.00,0.00,0.00,2113.70,
0113898002015,011389800,2015,1232.80,27.74,24.66,169.01,1454.21,1603R15031926
4330259002016,433025900,2016,376.55,0.00,0.00,0.00,376.55,
1620950002002,162095000,2002,60.82,72.53,4.26,48.37,185.98,L020030543
2320250002016,232025000,2016,0.01,0.00,0.00,0.00,0.01,
1913332002011,191333200,2011,16.71,6.40,1.17,4.37,28.65,
3714047002011,371404700,2011,16.71,6.40,1.17,4.37,28.65,
3240217002008,324021700,2008,15.20,9.91,1.06,4.71,30.88,
0715480002016,071548000,2016,625.71,0.00,0.00,0.00,625.71,
4411824002011,441182400,2011,611.62,233.95,42.81,183.51,1071.89,1512R11627052
1923048002015,192304800,2015,57.02,1.29,1.14,3.57,63.02,
1231926002016,123192600,2016,843.18,0.00,0.00,0.00,843.18,
1912750002012,191275000,2012,38.18,11.17,2.67,32.96,84.98,RL01159558
5120868002010,512086800,2010,0.00,0.00,0.00,-27.00,-27.00,
5110923002016,511092300,2016,-7.10,0.00,0.00,0.00,-7.10,
3231572002002,323157200,2002,200.72,239.36,14.05,105.34,559.47,1512R02790846
3622179002008,362217900,2008,15.20,9.91,1.06,4.71,30.88,
1610217001997,161021700,1997,158.14,259.75,11.07,100.81,529.77,1512R97850113
2811132002016,281113200,2016,48.99,0.00,0.00,0.00,48.99,
3653802002014,365380200,2014,378.52,42.80,26.67,52.56,500.55,1505R14034688
2021692001994,202169200,1994,30.41,55.42,2.13,39.43,127.39,L940055618
5910823002014,591082300,2014,1203.52,135.40,84.25,177.29,1600.46,1505R14054419
1330812002016,133081200,2016,3017.97,0.00,0.00,0.00,3017.97,
0720414002016,072041400,2016,603.31,0.00,0.00,0.00,603.31,
1313485002015,131348500,2015,591.74,13.32,11.83,128.92,745.81,1603R15043191
8883042462016,888304246,2016,0.01,0.00,0.00,0.00,0.01,
6423215002015,642321500,2015,-410.89,-94.66,0.00,0.00,-505.55,
3710488002016,371048800,2016,82.59,0.00,0.00,0.00,82.59,
4630850002016,463085000,2016,0.10,0.00,0.00,0.00,0.10,
5111282002004,511128200,2004,249.38,252.50,17.46,117.08,636.42,1512R04766275
6512923002016,651292300,2016,908.47,0.00,0.00,0.00,908.47,
4021167002010,402116700,2010,0.00,251.87,58.76,79.53,390.16,1512R10653895
3442579002016,344257900,2016,0.01,0.00,0.00,0.00,0.01,
1622680002000,162268000,2000,88.19,121.04,6.17,62.37,277.77,1512R00815095
3421698002016,342169800,2016,1338.21,0.00,0.00,0.00,1338.21,
4421004002004,442100400,2004,0.00,562.71,44.70,78.95,686.36,1512R04768153
0622635002012,062263500,2012,83.31,24.36,5.83,44.03,157.53,1512R12569705
3232175002004,323217500,2004,15.20,15.39,1.06,5.70,37.35,
3712862002016,371286200,2016,1272.42,0.00,0.00,0.00,1272.42,
3443741002016,344374100,2016,1548.18,0.00,0.00,0.00,1548.18,
3711181001998,371118100,1998,54.74,84.98,3.83,29.81,173.36,L980019383
1111241001989,111124100,1989,109.27,231.93,7.65,10.00,358.85,1512R89937002
3922277741999,392227774,1999,91.23,133.42,6.39,65.19,296.23,1512R99834397
3221585002008,322158500,2008,42.57,27.78,2.98,36.80,110.13,RL00629400
0722501002013,072250100,2013,632.85,128.16,44.30,488.56,1293.87,1512R13529576
2822265001988,282226500,1988,143.04,312.19,10.01,10.00,475.24,1512R88927499
8715461602016,871546160,2016,2155.69,0.00,0.00,0.00,2155.69,
2911235001995,291123500,1995,27.37,48.24,1.92,37.56,115.09,L950033688
6112412002016,611241200,2016,-12.74,0.00,0.00,0.00,-12.74,
1623418002002,162341800,2002,0.00,177.90,10.64,57.41,245.95,1512R02791091
5141317002016,514131700,2016,145.58,0.00,0.00,0.00,145.58,
1911499002003,191149900,2003,15.20,16.76,1.06,5.94,38.96,
8711016002016,871101600,2016,1196.83,0.00,0.00,0.00,1196.83,
8829338302008,882933830,2008,0.00,201.63,22.14,34.63,258.40,1512R08687650
5424593002016,542459300,2016,1178.63,0.00,0.00,0.00,1178.63,
1323745002001,132374500,2001,395.35,507.04,27.67,191.01,1121.07,1512R01803171
1222246002002,122224600,2002,760.29,906.64,53.22,124.41,1844.56,1512R02789161
8712988102015,871298810,2015,4695.43,105.65,93.91,385.60,5280.59,1603R15086741
1112225002016,111222500,2016,376.32,0.00,0.00,0.00,376.32,
1612026002011,161202600,2011,136.85,52.35,9.58,33.13,231.91,1512R11611129
3510833002016,351083300,2016,765.69,0.00,0.00,0.00,765.69,
2820381001990,282038100,1990,144.72,298.48,10.13,93.40,546.73,1512R90940401
1613184002012,161318400,2012,34.71,10.15,2.43,24.04,71.33,RL01154350
5211179002016,521117900,2016,660.71,0.00,0.00,0.00,660.71,
1711831002016,171183100,2016,1136.64,0.00,0.00,0.00,1136.64,
3610773002016,361077300,2016,-217.57,0.00,0.00,0.00,-217.57,
0114284002016,011428400,2016,2004.51,0.00,0.00,0.00,2004.51,
8882106502016,888210650,2016,1528.58,0.00,0.00,0.00,1528.58,
1413664102016,141366410,2016,279.96,0.00,0.00,0.00,279.96,
8825518002016,882551800,2016,11758.32,0.00,0.00,0.00,11758.32,
0421335002005,042133500,2005,459.22,423.63,32.15,188.30,1103.30,1512R05743152
2811547002014,281154700,2014,40.07,4.51,2.80,8.53,55.91,
3531902102016,353190210,2016,0.01,0.00,0.00,0.00,0.01,
0410279002011,041027900,2011,167.11,63.92,11.70,35.76,278.49,1512R11604173
1611356002003,161135600,2003,185.51,204.52,12.99,96.14,499.16,1512R03774666
2230292002013,223029200,2013,1103.89,223.54,77.27,105.48,1510.18,1512R13538901
3811169002015,381116900,2015,-0.75,0.00,0.00,0.00,-0.75,
5312948002016,531294800,2016,0.01,0.00,0.00,0.00,0.01,
1110599002016,111059900,2016,-206.48,0.00,0.00,0.00,-206.48,
4630188002016,463018800,2016,937.87,0.00,0.00,0.00,937.87,
1931434012015,193143401,2015,24.66,0.55,0.49,1.54,27.24,
3641559002016,364155900,2016,422.74,0.00,0.00,0.00,422.74,
3232376001993,323237600,1993,106.43,200.35,7.45,40.05,354.28,1512R93965819
2321605002016,232160500,2016,363.95,0.00,0.00,0.00,363.95,
3720136002007,372013600,2007,0.00,0.00,0.00,333.48,333.48,
3652275002008,365227500,2008,124.68,81.36,8.73,382.26,597.03,1512R08698807
0711269002013,071126900,2013,287.66,58.25,20.14,89.49,455.54,1512R13528660
8712537002015,871253700,2015,86.71,1.95,1.73,5.42,95.81,
1123125002009,112312500,2009,650.81,366.08,45.56,84.95,1147.40,1512R09666812
4221039001998,422103900,1998,970.13,1506.13,67.91,481.55,3025.72,1512R98844665
1912976002008,191297600,2008,66.91,43.66,4.68,44.35,159.60,RL00612758
4410730002016,441073000,2016,636.91,0.00,0.00,0.00,636.91,
3711155001994,371115500,1994,60.83,110.86,4.26,55.27,231.22,L940017694
0420839002012,042083900,2012,48.98,14.33,3.43,35.61,102.35,RL01137997
3713924002000,371392400,2000,0.00,69.77,3.83,36.88,110.48,1512R00817010
1113897002007,111389700,2007,30.41,22.58,2.13,33.52,88.64,RL00496883
3240873001991,324087300,1991,76.02,152.23,5.32,53.84,287.41,L910087337
2912617002001,291261700,2001,76.03,97.51,5.32,55.79,234.65,L010013419
0731776002000,073177600,2000,51.70,70.96,3.62,46.33,172.61,L000033924
3411531002016,341153100,2016,919.67,0.00,0.00,0.00,919.67,
1920356002006,192035600,2006,27.37,22.79,1.92,32.97,85.05,RL00359784
1114035002016,111403500,2016,36.39,0.00,0.00,0.00,36.39,
1613129001991,161312900,1991,170.31,341.04,11.92,105.99,629.26,1512R91953474
3111588002016,311158800,2016,215.57,0.00,0.00,0.00,215.57,
3643908002016,364390800,2016,873.48,0.00,0.00,0.00,873.48,
0322530002016,032253000,2016,1576.17,0.00,0.00,0.00,1576.17,
1620348001994,162034800,1994,73.00,133.05,5.11,61.61,272.77,L940014532
4523343002016,452334300,2016,0.01,0.00,0.00,0.00,0.01,
1222572002016,122257200,2016,434.06,0.00,0.00,0.00,434.06,
0311395002014,031139500,2014,551.68,62.07,38.62,219.73,872.10,1505R14003632
8880358062015,888035806,2015,55.04,1.24,1.10,3.44,60.82,
1921183002012,192118300,2012,208.25,60.91,14.58,74.67,358.41,1512R12578175
8711344002012,871134400,2012,0.00,0.00,0.00,187.58,187.58,1512R12584235
1111558001997,111155800,1997,371.02,609.40,25.97,204.75,1211.14,1512R97857466
1622483001998,162248300,1998,167.27,259.68,11.71,102.56,541.22,1512R98840256
8880361862012,888036186,2012,0.00,55.11,514.36,598.60,1168.07,1512R12602359
3923274002011,392327400,2011,167.11,63.92,11.70,67.29,310.02,1512R11624117
2811131002002,281113100,2002,127.73,152.32,8.94,75.62,364.61,1512R02799736
2010935002014,201093500,2014,58.56,6.59,4.10,12.47,81.72,
8820618602016,882061860,2016,325.99,0.00,0.00,0.00,325.99,
2020411001982,202041100,1982,209.59,532.88,14.67,10.00,767.14,1512R82929697
3412272002009,341227200,2009,91.23,51.31,6.39,50.41,199.34,1512R09676064
8848417102016,884841710,2016,2700.21,0.00,0.00,0.00,2700.21,
2911343002015,291134300,2015,44.69,1.01,0.89,2.80,49.39,
2340134002002,234013400,2002,529.16,631.02,37.04,239.10,1436.32,1512R02787462
5141643002015,514164300,2015,291.25,6.55,5.83,110.12,413.75,1603R15079741
3420647002016,342064700,2016,1527.18,0.00,0.00,0.00,1527.18,
4422357002013,442235700,2013,79.11,16.02,5.54,41.72,142.39,RL01349326
8883400122016,888340012,2016,636.91,0.00,0.00,0.00,636.91,
3210971012014,321097101,2014,-139.29,0.00,0.00,0.00,-139.29,
3720399001988,372039900,1988,0.00,206.17,6.74,9.56,222.47,1512R88949746
5930092002012,593009200,2012,1325.92,387.83,92.81,348.78,2155.34,1512R12600227
1920709002016,192070900,2016,1539.78,0.00,0.00,0.00,1539.78,
4311061002016,431106100,2016,486.96,0.00,0.00,0.00,486.96,
3723346002013,372334600,2013,116.62,24.01,8.31,50.41,199.35,1512R13549797
3930676002006,393067600,2006,30.41,25.32,2.13,34.01,91.87,RL00391631
4420279001998,442027900,1998,364.94,566.57,25.55,195.87,1152.93,1512R98843542
3311028002011,331102800,2011,0.00,223.94,0.00,2.89,226.83,1512R11620039
2811889002001,281188900,2001,18.25,23.41,1.28,2.58,45.52,1511R01512656
8715099302016,871509930,2016,5126.07,0.00,0.00,0.00,5126.07,
1833011001990,183301100,1990,69.46,143.26,4.86,50.96,268.54,LV00049981
5120550002012,512055000,2012,690.72,202.04,48.35,193.00,1134.11,1512R12597906
3934361002016,393436100,2016,1777.75,0.00,0.00,0.00,1777.75,
6042745002014,604274500,2014,537.81,60.50,37.65,130.06,766.02,1505R14056407
4632273002012,463227300,2012,0.00,105.51,31.34,48.23,185.08,1512R12595701
0422750002016,042275000,2016,65.79,0.00,0.00,0.00,65.79,
8715770202013,871577020,2013,1031.98,208.98,72.24,99.99,1413.19,1511R13523071
2511996002015,251199600,2015,-17.90,0.00,0.00,0.00,-17.90,
6320578002016,632057800,2016,2275.32,0.00,0.00,0.00,2275.32,
1822340002015,182234000,2015,3.25,1.53,0.07,86.99,91.84,PY22639549
4911917002016,491191700,2016,768.49,0.00,0.00,0.00,768.49,
1620335001991,162033500,1991,115.56,231.41,8.09,75.71,430.77,1512R91924010
0715022002011,071502200,2011,304.14,116.33,21.29,494.14,935.90,1512R11606503
1621532002011,162153200,2011,223.93,85.65,15.68,82.15,407.41,1512R11611666
1725227002016,172522700,2016,0.01,0.00,0.00,0.00,0.01,
2912196002015,291219600,2015,537.81,12.10,10.76,125.54,686.21,1603R15055609
3631603002016,363160300,2016,999.46,0.00,0.00,0.00,999.46,
5412716002015,541271600,2015,-34.66,0.00,0.00,0.00,-34.66,
6114074002016,611407400,2016,0.01,0.00,0.00,0.00,0.01,
1612555002011,161255500,2011,33.42,12.78,2.34,32.34,80.88,RL01003893
1611449001994,161144900,1994,130.78,238.34,9.15,91.69,469.96,1512R94923163
1710461002013,171046100,2013,71.91,14.56,5.03,26.69,118.19,RL01305505
1240585002015,124058500,2015,2195.93,49.41,43.92,229.26,2518.52,1603R15042446
4913343002010,491334300,2010,15.20,7.18,1.06,4.22,27.66,
1920220002010,192022000,2010,0.00,23.62,5.11,23.57,52.30,RL00861241
0611510002014,061151000,2014,597.33,67.20,41.81,134.28,840.62,1505R14004101
3112428002016,311242800,2016,1155.17,0.00,0.00,0.00,1155.17,
1020776002013,102077600,2013,478.23,96.84,33.48,133.14,741.69,1512R13530322
4412991002006,441299100,2006,60.82,50.64,4.26,44.43,160.15,RL00399834
0422189002016,042218900,2016,1104.44,0.00,0.00,0.00,1104.44,
1610571002015,161057100,2015,245.02,5.52,4.90,107.23,362.67,1603R15044564
0711222002002,071122200,2002,121.65,145.07,8.52,73.14,348.38,1512R02793755
3650794002016,365079400,2016,428.34,0.00,0.00,0.00,428.34,
5611778002016,561177800,2016,2197.69,0.00,0.00,0.00,2197.69,
0311485102013,031148510,2013,143.83,29.13,10.07,32.18,215.21,1512R13525390
8710694002009,871069400,2009,0.00,170.76,30.02,35.64,236.42,1512R09664637
2811334002010,281133400,2010,15.20,7.18,1.06,4.22,27.66,
1611262001992,161126200,1992,112.52,218.57,7.88,84.61,423.58,1511R92506959
5140947002008,514094700,2008,456.89,298.11,31.99,100.59,887.58,1512R08704595
1223094002014,122309400,2014,438.10,84.83,57.71,206.83,787.47,1505R14010926
5111343002012,511134300,2012,603.95,176.66,42.28,171.72,994.61,1511R12523014
5826032002016,582603200,2016,2991.37,0.00,0.00,0.00,2991.37,
1724947002016,172494700,2016,1160.43,0.00,0.00,0.00,1160.43,
6524333152016,652433315,2016,3052.96,0.00,0.00,0.00,3052.96,
1414591002003,141459100,2003,33.45,36.88,2.34,36.68,109.35,RL00020394
1621084002009,162108400,2009,24.33,13.68,1.70,30.75,70.46,RL00703664
5023393002016,502339300,2016,1350.81,0.00,0.00,0.00,1350.81,
3933653002016,393365300,2016,805.72,0.00,0.00,0.00,805.72,
0120215002016,012021500,2016,2308.27,0.00,0.00,0.00,2308.27,
3241085001988,324108500,1988,165.05,360.23,11.55,10.00,546.83,1512R88964736
1610529002008,161052900,2008,24.33,15.87,1.70,31.14,73.04,RL00606849
3310573001988,331057300,1988,330.10,720.44,23.11,10.00,1083.65,1512R88932988
4410977001996,441097700,1996,501.79,854.30,35.13,274.02,1665.24,1512R96864719
